description,statusesCount,followersCount,favoritesCount,friendsCount,name,type,screenName,location,lang
"Robin Harrison MD Dolly Char (UK) Ltd Entrepreneur, franchisor, seeking franchise business partners  https://t.co/UCdZp55JOo  MUFC  NT EH",40040,106743,838,60374,Dolly Char UK,,rocketrobin2,Lincoln,en
On air. On the ground.,97063,562211,36009,9794,BBC Radio 1Xtra,bis,1Xtra,Listen live,en
Formula 1 racing driver for Red Bull Racing,1131,578683,642,309,Max Verstappen,foreign,Max33Verstappen,little bit of everywhere ,nl
First Labour Councillor for Liverpool County Ward. Mayoral Lead for Older People.  Member of GMB and Unite Union and CO-OP member,38952,782161,12106,60945,Gerard Woodhouse,celeb,GerardWoodhous1,Liverpool,en
Head of Club and Supporter Liaison at Liverpool FC.,42176,386394,20,690,Tony Barrett,,TonyBarrett,Liverpool,en
TV chick <ed><U+00A0><U+00BD><ed><U+00B0><U+00A5> Blogger- Dog Lover & Entrepreneur with a big heart • INSTA https://t.co/Koy97SEOhU •:• @NoMoreKennels PRESS ENQ @CarolynPR,23663,306158,13187,109256,Rebeckah Vaughan,,RebeckahVaughan,Liverpool,en
Spirit of Shankly - Liverpool FC Supporters Union. Recognised Supporters Trust.,8827,122671,936,24814,Spirit of Shankly,,spiritofshankly,Liverpool,en
"Profiler & Criminologist - Paranormal Research & Ghosthunter - Liverpool U.K.- https://t.co/Vjxnw8VhIK , You want me  You got it !",960,112951,63,7166,Tony Roberts,,hauntedprofiler,Liverpool,en
"Low cost, UK based #WebDesign & Search Engine Optimisation. Get your free website #SEO analysis here: https://t.co/bcbSRUht5e",85222,218141,29762,94901,Red Website Design,,Red_Web_Design,"Liverpool, England",en
We told you they lied,30629,130917,10421,134640,Justice For The 96,,TheHoodedClaw66,"Liverpool, England",en-gb
"The latest Liverpool news, sport, weather and events from the Liverpool Echo. We're also on Facebook http://t.co/vad0B12E",154171,367341,1949,1316,Liverpool Echo,,LivEchonews,"Liverpool, UK",en
"Professor of Public Engagement in Science at Uni of Birmingham. Physical anthropologist, author, broadcaster. All views my own & I assert my right to share them",17023,119431,14166,880,Prof Alice Roberts,,theAliceRoberts,location: Crypt of Lieberkuhn,en
Chief football reporter @TheSunFootball | Presenter of Sunday Supplement @skysports | Premier League insider @NBCSportsSoccer,16046,217826,2447,595,neil ashton,,neilashton_,Location: London,en
News and analysis with a global perspective.  Subscribe here: https://t.co/owztJzwlmm,114217,21572111,305,157,The Economist,news,TheEconomist,London,en
"News, features and analysis. For world news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport",332130,8586034,30,100,BBC News (UK),news,BBCNews,London,en
Mum/wife/Broadcaster/designer. Patron of @PostPals @Coppafeelpeople @TylersTrust @PrincesTrust. Ambassador for @GarnierUK #TheOliaEffect and @Cath_Kidston,19541,7410383,1853,572,fearne cotton,celeb,Fearnecotton,london,en
I was introduced to this by a twitter legend! Ambassador for Garnier UK and Diet Coke GB..,5877,7335726,62,273,Holly Willoughby,celeb,hollywills,London,en
The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/EWg9aqA7PQ,365135,6674822,153,1115,The Guardian,news,guardian,London,en
"Yes, I am still indeed alive, contrary to rumour, and am performing the silly walk in my new app http://t.co/16QGv879Ew",3814,5607858,343,191,John Cleese,celeb,JohnCleese,London,en
Former Drummer with ThrimbleWeed and the Vegetations,24409,5368309,276,8401,Jonathan Ross,celeb,wossy,London,en
"One of the world's leading museums devoted to contemporary design in every form from architecture and fashion to graphics, product and industrial design.",14413,4233019,10039,2384,Design Museum,bis,DesignMuseum,London,en
"I talk on Radio X in the morning and write things on social media, sometimes with pictures. Oh, and the radio show has videos too. Isn't that clever!",12229,3932920,296,215,Chris Moyles,celeb,ChrisMoyles,London,en
,8702,3562154,391,2451,Tulisa,celeb,officialtulisa,London,en
The official account for Sky Sports Premier League.,120256,3424506,253,772,Sky Sports PL <ed><U+00A0><U+00BD><ed><U+00B1><U+0091>,sport,SkySportsPL,London,en
"This is the official Twitter account for the Mayor of London, Sadiq Khan. Tweets before 9 May 2016 are from the previous Mayor",8681,2962208,57,3264,Mayor of London,pol,MayorofLondon,London,en
"News stories, features and updates from the FT. For headlines follow @financialtimes. Our customer service team is @FTcare.",170685,2937203,31,814,Financial Times,news,FT,London,en
The Times does fashion. Instagram: https://t.co/t9Fh2nI66o,10048,2472225,168,120524,Times Fashion,news,TimesFashion,London,en
"Host of the Radio 2 Breakfast Show, creator of CarFest, custodian of 500 Words. But mostly punching way above his weight in marriage department.",14849,2421553,33,241,Chris Evans,celeb,achrisevans,LONDON,en
"Comedy actress and writer, dog owner and wannabee pop star.",6026,2390249,272,307,Miranda Hart,celeb,mermhart,London,en
"News, comment and features from The Independent.",583106,2306963,13,1107,The Independent,news,Independent,London,en
"This is the David Mitchell who's in Peep Show and things, not the novelist or the Cumbrian origamist.",6897,2175103,9,532,David Mitchell,celeb,RealDMitchell,London,en
The June/July 2017 issue is out now https://t.co/rhRAwxphjc https://t.co/51Msd8L5Sr,25384,2135858,5835,7910,Creative Review,bis,CreativeReview,London,en
"News, reviews and author interviews plus tweets from the @Guardian and Observer books team",36915,2117293,733,1268,Guardian Books,bis,GuardianBooks,London,en
A toe in the water. Now I'm up to my neck. Instagram: khanjemima,4770,2114781,2126,678,Jemima Goldsmith,celeb,Jemima_Khan,London,en
Chap.,6926,2085872,91,329,Rob Brydon,celeb,RobBrydon,London,en
The global authority on design,38248,2062895,1041,3114,Wallpaper*,bis,wallpapermag,London,en
"Official posts from The Economist on Business, Finance and Economics. Subscribe to our Money Talks podcast here https://t.co/3cTKbmDJha",58771,2035209,66,155,The Economist,news,EconBizFin,London,en
Publishing the best books and authors for 80 years.,24185,1703201,10308,308734,Penguin Books UK,bis,PenguinUKBooks,London,en
I am involved in the making of documentaries. Warning: Some tweets may contain irony.,2607,1656528,1086,1493,Louis Theroux,celeb,louistheroux,London,en
"Finding the best of London culture, daily. For in-depth coverage of your favourite topic, follow one of our section accounts here:  https://t.co/SrVN9ngEy0",33555,1490378,12205,5301,Time Out London,bis,TimeOutLondon,London,en
"A museum of the world, for the world #Hokusai #Scythians https://t.co/62S4qPJXt8 House rules: https://t.co/Cuh8WM0b4U",16620,1453605,18246,50837,British Museum,bis,britishmuseum,London,en
<ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7>UK • Watch all 3 series of #CATASTROPHE on @All4. <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>US • Watch it on @AmazonVideo: https://t.co/FrhexCgWCi,40310,1451348,378086,2492,rob delaney,celeb,robdelaney,London,en
These views are my own. Management -sam.gregory@bigredtalent.com https://t.co/Gvq7lwpXiV,27228,1407723,5437,2347,Scott Mills,celeb,scott_mills,London,en
"Art Lover, LFC1892 follower, Technologist, Tea Lover Northener so a sense of humour is mandatory. Existentialist, Realist, Optimist,JF96",39101,1386180,51240,64343,Dil,celeb,Asamsakti,London,en
"Never miss a story again. News, sport and entertainment from The Sun, as it happens. Give us a like on Facebook too: https://t.co/VsBj6xNXLG",284010,1309973,631,387,The Sun,news,TheSun,London,en
"Official Olympics and Paralympics channel - Sport, culture, behind the scenes information and opinion on the London 2012 Olympic and Paralympic Games",3778,1294983,4,1090,London 2012,bis,London2012,London,en
Underwhelmist.,10406,1183892,0,516,Charlie Brooker,celeb,charltonbrooker,London,en
aceeventphotos007@gmail.com add my facebook page https://t.co/NhYUWTAlLj,123262,1065474,24995,1028118,Ace Event Photos,bis,photo_ace,London,en
"Science, health and environment news from the @Guardian. Plus, independent comment and analysis from our network of expert science bloggers",33622,1050494,117,2253,Guardian Science,news,guardianscience,London,en
"Your guide to everything London, Handpicked London",22838,1043340,552,46723,Handpicked London,bis,LDN,London,en
"London's Metropolitan Police Service.  Please do not report crime here, call 101, tweet @MetCC or visit our website. In an emergency always call 999.",16658,1021998,0,752,Metropolitan Police,gov,metpoliceuk,London,en
"The best of our journalism.
Subscribe here: https://t.co/Kq4ItERnQC
Speak to our customer service team: https://t.co/VIDSflmdIL",153945,1010162,1736,660,The Times of London,news,thetimes,London,en
"Entrepreneur, Investor, founder of the UK's 1st Enterprise Academy. Creator of American Inventor in US & Star of Dragons' Den in UK.",7817,999692,8,547,Peter Jones,celeb,dragonjones,London,en
Team GB is the Great Britain and Northern Ireland Olympic Team run by the British Olympic Association,34716,891584,6781,1780,Team GB,sport,TeamGB,London,en
The world's most influential architecture and design magazine.,72316,856547,424,15394,Dezeen,KEEP,Dezeen,London,en
"Our website is designed to help individuals, celebrities, millionaires and billionaires source their refined shopping needs. #millionaire, # marketplace",313,806374,55,56844,Premium Solutions,bis,PremPremium,London,en
"Foreign & Commonwealth Office (FCO). We work on world affairs for the UK Government and lead on promoting & protecting British people, prosperity & influence",29231,793280,1174,29398,Foreign Office <ed><U+00A0><U+00BC><ed><U+00B7><U+00AC><ed><U+00A0><U+00BC><ed><U+00B7><U+00A7>,gov,foreignoffice,London,en
Books; articles: https://t.co/AOdtXKVYWQ; films; https://t.co/dk8MZPUCS9,3708,782367,5702,1385,Alain de Botton,celeb,alaindebotton,London,en
"Sport news, comment, video and more from the @Guardian. For all your US sports needs, follow @GdnUSsports, and Australian sport @GdnAusSport. IG: guardian_sport",143723,746841,61,1539,Guardian sport,sport,guardian_sport,London,en
http://t.co/xNo7rgb8JJ - Home of the Daily and Sunday Express,374871,670212,11,511,Daily Express,news,Daily_Express,London,en
"Breaking news alerts from the UK around the clock. For global updates, follow @breakingnews.",15697,659240,14,628,Breaking News UK,news,BreakingNewsUK,London,en
"Author of 'The Establishment' and 'Chavs', Socialist, Guardian columnist. Losing my Northern accent. My views etc... https://t.co/RThqdX7tJ0",121574,653369,1449,4187,Owen Jones,celeb,OwenJones84,London,en
"The Quran is not a book of science but a book of ‘signs,’ i.e. ayats.

talktoquran@gmail.com",8007,630118,260,75,The Noble Quran,bis,TheNobleQuran,London,en
"Secret London is a community of Londoners, all sharing #London's greatest little places and secret nooks and crannies. Check them out: https://t.co/uKgYxiffU2",12323,595046,277,19806,secret_london,bis,secret_london,London,en
"12.30pm weekdays on @ITV All tweets to @loosewomen may be used on air, including video & pics. Terms: https://t.co/TKGDROZaN2",25873,587692,10558,2839,Loose Women,bis,loosewomen,London,en
"First for celebrity news. 'Like' our Facebook page at https://t.co/Iv7kY0e1aR, follow us on Instagram at ok_mag and on Snapchat at okmaguk.",330151,566762,511,68251,OK! Magazine,bis,OK_Magazine,London,en
"Design news, views, inspiration and jobs @DesignWeek_Jobs. Tweets from Tom, Sarah and Aimee. https://t.co/l7jKy5WBbw https://t.co/Ok1EEMZAOD",15665,556495,583,5641,Design Week,KEEP,Design_Week,London,en
Breaking news and updates on top London stories from the newsdesk of the @EveningStandard. Follow our other accounts at https://t.co/5nrRg0ZT,156226,540597,32,889,Evening Standard,news,standardnews,London,en
"All the latest from the foreign desk at the @Guardian in London and all points north, south, east and west",62141,528709,101,396,Guardian World,news,guardianworld,London,en
"The latest travel news, deals and videos plus inspiration for your next trip",6339,520204,127,35614,The Times Travel,bis,timestravel,London,en
"This is the guy on Newsnight, Dragons' Den and the Bottom Line. These are only my views - the BBC has no views.",10100,475531,456,951,Evan Davis,news,EvanHD,London,en
"ESPN Senior Writer, Times Columnist, Corriere dello Sport correspondent. Author of 4 books, most recently  https://t.co/GAu8sCdmdF",91025,446740,3517,923,Gabriele Marcotti,sport,Marcotti,London,en
Comedy writer/performer,11871,437960,1042,492,Robert Webb,celeb,arobertwebb,London,en
"'The most tolerant woman on tv' Radio Times. Presenter, journalist. #cpfc gmb@itv.com #SaveMoneyGoodFood",25569,437459,31365,8548,Susanna Reid,celeb,susannareid100,London,en
"The official account for BBC Radio 4 from the @BBC. We like philosophy, drama, comedy, arts, science and knitting. https://t.co/6QaddlSGmn",78988,409302,12804,8372,BBC Radio 4,news,BBCRadio4,London,en
"Writer, communicator, consultant, strategist, Ambassador Time to Change and other mental health charities. Fighting for REMAIN",45173,401289,42,7817,Alastair Campbell,pol,campbellclaret,London,en
The Official Twitter page for all things Westwood.,4105,400187,445,159,Vivienne Westwood,celeb,FollowWestwood,London,en
"At the Royal Academy of Arts we make, exhibit and debate. Currently tweeting about #RASummer and more from across the RA and wider arts.",16928,399606,10214,4264,Royal Academy,bis,royalacademy,London,en
The best of our journalism. Become a subscriber: https://t.co/Kq4ItERnQC. Contact our customer service team: https://t.co/VIDSflmdIL,17313,397106,423,245,The Sunday Times,news,thesundaytimes,London,en
"Sky News founder member. Journalist. Animal lover. Nervous flyer. Proud mum. More live TV than anyone else. Yes, really. https://t.co/vViQB7PYQP",55012,384811,23482,279,Kay Burley,,KayBurley,London,en
"Weekdays, 6am, ITV. Our clock isn't wrong - you're on ITV +1!",55936,382911,2803,2923,Good Morning Britain,,GMB,London,en
"The Observer's award-winning Chief Political Commentator, critically-acclaimed broadcaster and author of Number One best-seller, The End of the Party.",1429,374940,5,313,Andrew Rawnsley,,andrewrawnsley,London,en
"writer, broadcaster and poker player",27612,363213,37,392,Victoria Coren M.,,VictoriaCoren,London,en
"Spy. Dammit! Ex-spy. I'm the triple threat - I can sing, I can act and I've got a gun. Contact: roba@avalonuk.com",57319,353456,1221,1020,Chris Addison,,mrchrisaddison,London,en
Eating well is everything. Follow us for daily food inspiration from Britain’s no1 food media brand. Tag your BBC gf recipes #bbcgoodfood,16540,347924,8352,1132,BBC Good Food,,bbcgoodfood,London,en
Secretary of State for Foreign & Commonwealth Affairs. MP for Uxbridge and South Ruislip,902,345795,4,117,Boris Johnson,,BorisJohnson,London,en-gb
"TEDX Speaker<U+2724>#1 Bestselling Author<U+2724>Entrepreneur<U+2724>Business Success Coach&Mentor&Human Behaviour Expert to Leaders
<U+2724>Entrepreneurs <U+2724>Celebrities<ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1>",18890,342579,5125,14674,Tony Jeton Selimi,,TonyJSelimi,London,en
MAMMY <ed><U+00A0><U+00BD><ed><U+00B1><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> SWIMWEAR DESIGNER @chasingsummeruk management: mark@tm-media.co.uk,16817,314975,1325,1220,Imogen Thomas,,Imogen_Thomas,London,en
Stand-up and in Man Down on @channel4,524,285893,125,428,Greg Davies,,gdavies,London,en
Hello. We make healthy drinks and give 10% of our profits to charity.,97368,282535,208,31346,innocent drinks,,innocent,london,en
"@Campaignmag's handle for tech, social and digital news for the ad, marketing and media industries.",51687,280951,9551,23183,CampaignTechUK,,CampaignTechUK,London,en
We are the Department for International Development (DFID). We lead the UK’s work to end extreme poverty. Tweeting on #UKaid and #GlobalDev,18317,268979,2194,1995,DFID,,DFID_UK,London,en
"The @Telegraph travel experts. The best for inspiration, advice, news, hotels, cruise, rail, great journeys and more. Plan your next trip with us.",34409,268074,1434,365,Telegraph Travel,,TelegraphTravel,London,en
"""Dot com dinosaur"" apparently. Now fighting for a fairer internet as founder of @doteveryoneuk (+ for fun as co-founder @luckyvoice)",19936,250331,6711,2349,martha lane fox,,Marthalanefox,london,en
"Tweets by Digital Marketing Officer Abbie (abbie.wall@dogstrust.org.uk), Jacqui, Honor, or Em! #dogstrust #adogisforlife #dogsatpollingstations",52826,249319,53033,17080,Dogs Trust <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6>,,DogsTrust,London,en
"Amnesty International in the UK - standing up for human rights across the world, wherever justice, freedom, fairness and truth are denied.",21030,245796,5213,2233,Amnesty UK,,AmnestyUK,London,en
