"","name","degree.total","degree.in","degree.out","strength.total","strength.in","strength.out","between","closeness","eigenvector","PageRank","degreeStrength.out","degreeStrength.in","Account Category","Account Type","description","statusesCount","followersCount","favoritesCount","friendsCount","name.y","created","protected","verified","location","lang","id"
"73","BRE_Group",1480,536,944,4155,1391,2764,0.0533033150502822,0.72353236327145,0.0108138494356735,0.228196922652108,2.92796610169492,2.59514925373134,"Keep","Business","The official Twitter feed for BRE, the world-leading authority on all aspects of the built environment.",7539,23813,786,1004,"BRE Group",2009-09-21 14:49:09,FALSE,FALSE,"Watford, Hertfordshire","en","76044432"
"74","Freeman_George",1480,131,1349,2525,274,2251,0.057379563166601,0.73926603152903,0.00690347776901788,0.101025641568825,1.66864343958488,2.09160305343511,NA,NA,"MP for Mid-Norfolk. Chair, Conservative Policy Forum. Former Trade Envoy, Minister at Dept Business & Dept Health. Grtx3 nephew of Gladstone.  OneNation Tory.",24712,18809,4376,5198,"George Freeman MP",2010-01-04 09:29:17,FALSE,TRUE,"Mid Norfolk","en","101712079"
"75","AbigailSPaul",1460,109,1351,3374,844,2530,0.0417896750268039,0.795952161913524,0.333945754699698,0.113272617527241,1.87268689859363,7.74311926605505,NA,NA,"Strategic #communications @jrf_uk @thejrht. Fellow @thersaorg.Fan of language(s), architecture, food, Yorkshire + telly. #cultureforsocialchange #solveukpoverty",26668,6209,1507,4163,"Abigail Scott Paul",2009-06-15 15:56:06,FALSE,FALSE,"York, UK","en","47366935"
"76","katefaulkner",1460,125,1335,1985,304,1681,0.0979265524187947,0.841347790149268,0.00672975879162692,0.110973645921875,1.25917602996255,2.432,NA,NA,"http://t.co/DhdXjsMvgK providing accurate housing market insight & analysis to the industry, media, policy makers and consumers",19926,6919,4328,7580,"katefaulkner",2009-01-06 07:35:58,FALSE,FALSE,"UK","en","18666521"
"77","LHCprocurement",1459,111,1348,1938,259,1679,0.0538208873285435,0.84155237817333,0.00435702728840373,0.0974752824155007,1.24554896142433,2.33333333333333,NA,NA,"A leading, not-for-profit, purchasing consortium that provides best value, compliant procurement solutions for the refurbishment of public sector buildings.",2004,1547,566,2794,"LHC",2010-09-20 17:28:06,FALSE,FALSE,"Hillingdon, London","en","192978015"
"78","Habinteg",1454,134,1320,2663,323,2340,0.0579098575674483,0.824549699799867,0.0105298766217682,0.0938577067368243,1.77272727272727,2.41044776119403,NA,NA,"We provide affordable accessible homes & services and campaign for accessible housing & inclusive design. Tweets by Comms Team. We're #ForAccessibleHomes",6317,4008,3377,5000,"Habinteg Housing",2011-11-03 21:16:02,FALSE,FALSE,"UK","en","404388021"
"79","BBMarchitects",1438,128,1310,2705,295,2410,0.0407945675668785,0.821886577372471,0.00569817907263832,0.0970100055228644,1.83969465648855,2.3046875,NA,NA,"RIBA Chartered architectural practice, environmental campaigners, writers & academics committed to Planet Earth. Read our RIBA RE-USE ATLAS out now.",16754,3643,6327,4198,"BBMSustainableDesign",2012-03-15 09:54:41,FALSE,FALSE,"South Downs UK","en","525221612"
"80","MRAMarketing",1434,139,1295,4186,1497,2689,0.0732258114962545,0.837155297532656,0.0150234275025876,0.245384219909616,2.07644787644788,10.7697841726619,"Junk","Business","Award-winning PR, Design & Marketing Agency for the building materials, construction & home improvement industries. No.1 in CMA Agency League, winners 13 times.",10548,2502,5101,4180,"MRA Marketing",2009-12-30 12:48:48,FALSE,FALSE,"Gloucestershire, UK","en","100489219"
"81","SikaLimited",1434,137,1297,1967,404,1563,0.0466418435969807,0.831084001729024,0.00194255308911263,0.123295592114959,1.20508866615266,2.94890510948905,NA,NA,"Sika Limited, the UK subsidiary of the worldwide Sika Group. Concrete, Waterproofing, Roofing, Flooring, Sealing & Bonding, Refurbishment & Industry",5207,5543,1356,4581,"Sika UK",2013-07-08 14:16:47,FALSE,FALSE,"UK","en","1577807407"
"82","jablite",1433,118,1315,2068,211,1857,0.0359480528151486,0.832443354019339,0.00278088705896983,0.0929111981682521,1.41216730038023,1.78813559322034,NA,NA,"Jablite manufactures EPS (expanded polystyrene) insulation and civil engineering solutions with outstanding technical support and friendly customer service",5925,2237,523,2389,"Jablite",2011-03-11 16:13:39,FALSE,FALSE,"UK","en","264258951"
"83","BusinessGreen",1426,414,1012,2503,1343,1160,0.128147317663168,0.799150233224034,0.0107267399035237,0.223182058547761,1.14624505928854,3.24396135265701,NA,NA,"The UK's leading web site for green business news and analysis. Follow our team: @James_BG, @Madeleine_BG, @michaelholder",25495,57890,407,3159,"BusinessGreen",2008-11-27 17:32:42,FALSE,FALSE,"London, UK","en","17683482"
"84","EEandHHAwards",1422,138,1284,1899,185,1714,0.0878763022649868,0.837357851439632,0.00161235406272582,0.0825653383046262,1.33489096573209,1.34057971014493,NA,NA,"The Energy Efficiency & Healthy Homes Awards, Helping the Vunerable through Green Deal,ECO & RHI",7506,4799,2760,5254,"Energy Efficiency",2013-05-31 15:10:12,FALSE,FALSE,"Shropshire","en","1472382824"
"85","STAtimber",1413,227,1186,3490,704,2786,0.0665074453820703,0.831283627978478,0.00629016729341316,0.167245863273884,2.34907251264755,3.10132158590308,"Related","Business","As the leading organisation representing the structural timber sector,  the Structural Timber Association has an objective to drive quality & product innovation",7503,6891,2844,2952,"Structural Timber",2010-02-25 09:54:23,FALSE,FALSE,"United Kingdom","en","117362365"
"86","beisgovuk",1411,613,798,5059,1728,3331,0.0549606756479069,0.631994156318481,0.0243373463547109,0.315526538435704,4.17418546365915,2.8189233278956,"Keep","Government","Building an economy that works for everyone – so that there are places in every part of the UK for people to work & for businesses to invest, innovate & grow.",17546,169826,1651,2422,"Dept for BEIS",2009-06-06 20:17:28,FALSE,TRUE,"UK","en","45205091"
"87","SofiePelsmakers",1407,365,1042,3927,2255,1672,0.0807949422648139,0.812165587158547,0.022132390799451,0.318371449385451,1.60460652591171,6.17808219178082,"Keep","Individual","Environmental architect + lecturer at Sheffield Uni.Author of Environmental Design Pocketbook.BRI Social media editor @SP_BRI, Head of Research @ECDarchitects",22719,5656,6713,2171,"Sofie Pelsmakers",2012-01-13 11:47:25,FALSE,FALSE,"London","en","462816957"
"88","lyha_LisaP",1406,213,1193,3480,1534,1946,0.0502684143230962,0.776625824693685,0.0466169274612844,0.190062371678079,1.63118189438391,7.2018779342723,"Related","Individual","CEO Leeds & Yorkshire HA. TPAS director. Cofounder @RealLifeReform. Passionate about people, housing, poverty, sport & @NUFC & most of all my daughter!",35886,6232,18147,2997,"Lisa Pickard",2012-08-02 11:10:40,FALSE,FALSE,"Yorkshire AND the NE","en","732644894"
"89","ShaunTymon",1406,170,1236,2216,265,1951,0.104747398771959,0.826439965612762,0.0119441073631998,0.0864928950284622,1.57847896440129,1.55882352941176,NA,NA,"Independent Consultant, Board Member (Treasurer) @401foundation, Director of Networks @NCFD, Disability Football Officer @SAFC",17585,52620,9109,39171,"Shaun Tymon <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>",2009-10-30 18:21:00,FALSE,FALSE,"ÜT: 54.313161,-0.459641","en","86367808"
"90","YouGenUK",1403,234,1169,1960,587,1373,0.102226353499317,0.831683168316832,0.00567350525618623,0.159416758745879,1.17450812660393,2.50854700854701,NA,NA,"YouGen is an independent website for info on renewable energy & energy efficiency. Find practical information, helpful answers and recommended installers.",9127,9141,250,5043,"YouGen",2009-06-26 13:02:44,FALSE,FALSE,"UK","en","51047190"
"91","nickduxbury",1393,337,1056,2622,946,1676,0.0885054923480362,0.786223817529193,0.0261510772431975,0.171228726557033,1.58712121212121,2.80712166172107,NA,NA,"Editor & Content Strategist at Redwood. Award-winning business journalist; property, politics & tech. Lover of long-form & portmanteau.",17478,6972,2433,2394,"Nick Duxbury",2010-08-25 10:07:19,FALSE,FALSE,"London","en","182762366"
"92","StoLtd",1381,76,1305,1640,155,1485,0.0322161329618293,0.836952841596131,0.00101953491839112,0.0838174167769739,1.13793103448276,2.03947368421053,NA,NA,"Sto is the worldwide leading manufacturer of External Wall Insulation and Render. We also supply Glass Rainscreen, Acoustic Systems and Innovative Paint.",1257,2288,603,4415,"Sto Ltd",2010-09-23 13:50:16,FALSE,FALSE,"UK and Ireland ","en","194122032"
"93","danny_wright",1379,97,1282,3546,961,2585,0.0341442168827428,0.763299514777239,0.427939114233759,0.121282156140889,2.01638065522621,9.90721649484536,NA,NA,"Media manager @jrf_uk, former journo @ipprnorth @ippr press chief. My views. @afchowden player-manager, #hcafc & #yccc supporter, @CricketNewport nightwatchman",19995,4117,3601,3552,"Danny Wright",2009-06-26 23:19:17,FALSE,FALSE,"Howden, York and London","en","51270451"
"94","Building4change",1377,316,1061,3632,752,2880,0.077196325317141,0.817190082644628,0.00764408917941913,0.146749845325399,2.71442035815269,2.37974683544304,"Keep","News","The online journal about sustainability & innovation in the built environment. Powered by @BRE_Group to promote its events delivered by @BRE_Conf",7191,6365,237,1396,"Building4change",2010-02-19 10:08:56,FALSE,FALSE,"","en","115629367"
"95","CarolineLucas",1373,443,930,3070,1621,1449,0.150634494310162,0.763568970082076,0.0259927029520947,0.217833162705343,1.55806451612903,3.65914221218962,"Government","Individual","MP for Brighton Pavilion; Co-leader of the Green Party with @jon_bartley; Mum",18113,265159,190,5028,"Caroline Lucas",2009-10-08 08:46:30,FALSE,TRUE,"Brighton","en","80802900"
"96","RoofingToday",1369,242,1127,2652,1465,1187,0.0786217924020456,0.833405577228724,0.00527169261869133,0.338248749522933,1.05323868677906,6.05371900826446,"Keep",NA,"UK's biggest circulation roofing magazine. Roofing Today publishes news, articles, new products for all roofing contractors and professionals in the industry.",6131,6831,811,4366,"Roofing Today",2011-09-15 08:59:19,FALSE,FALSE,"Liverpool, UK","en","373854732"
"97","Bioregional",1361,203,1158,2540,362,2178,0.068476744795737,0.80874929893438,0.00493638209553804,0.111879232317101,1.88082901554404,1.78325123152709,NA,NA,"Bioregional works with partners to create better, more sustainable places for people to live, work and do business. We call this @OnePlanetLiving",7136,6282,1117,3780,"Bioregional",2009-04-23 09:20:02,FALSE,FALSE,"London, UK","en","34573148"
"98","Buildingtalk",1353,365,988,2100,1017,1083,0.132466462740248,0.822785412010841,0.00497523254099785,0.213225635837479,1.09615384615385,2.78630136986301,NA,NA,"Edited by Howard Chapman, Emma Jarrett and Max Banner, Buildingtalk is a news and information website for architects, specifiers and industry professionals.",6130,7379,249,1817,"Buildingtalk",2010-09-15 16:38:54,FALSE,FALSE,"London","en","191107859"
"99","James_BG",1351,412,939,4667,2593,2074,0.0706462447450286,0.731299129405798,0.017715814702622,0.357964473436383,2.2087326943557,6.29368932038835,"Related","News","Editor of http://t.co/o59saL6v - tweeting in a personal capacity, check out @BusinessGreen for the official feed",58221,24602,20,1584,"James Murray",2009-05-01 14:59:23,FALSE,FALSE,"London","en","36959762"
"100","MayorofLondon",1340,665,675,3141,1823,1318,0.17246817615752,0.703929704661948,0.0299722965535423,0.343523701125984,1.95259259259259,2.74135338345865,"Government","Government","This is the official Twitter account for the Mayor of London, Sadiq Khan. Tweets before 9 May 2016 are from the previous Mayor",9438,3038195,64,3284,"Mayor of London",2008-05-08 13:23:35,FALSE,TRUE,"London","en","14700117"
"101","NIALtd",1337,260,1077,6276,2157,4119,0.0084226838591984,0.66466927863563,0.00700299226781954,0.43086123808388,3.82451253481894,8.29615384615385,"Other","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","EnvAgency",1324,520,804,2713,995,1718,0.186122841814613,0.788014026139624,0.0134183283642442,0.221633800459674,2.13681592039801,1.91346153846154,"Keep","Government","It's our job to look after your environment and create better places for people and wildlife.",24982,506569,1304,3586,"Environment Agency",2009-06-15 13:16:47,FALSE,TRUE,"England","en","47331384"
"103","HousingGemma",1315,134,1181,3262,304,2958,0.029737525549456,0.745765633754256,0.0245096323842524,0.0904323823911283,2.50465707027942,2.26865671641791,"Keep","Individual","Gemma Duggan, Senior Consultant at @AltairLtd , mum to two little ones, Sheffield United fan and serious housing geek. Views are my own.",12225,1933,1346,2123,"Gemma Duggan",2011-10-12 16:06:52,FALSE,FALSE,"Lichfield, England","en","389542893"
"104","CBItweets",1315,395,920,2818,1423,1395,0.136748330816107,0.7820310028472,0.0179951780759986,0.233726236358276,1.51630434782609,3.60253164556962,NA,NA,"Follow to be the first to get business thinking, economic data & policy reaction from the voice of UK enterprise.",18179,50237,1241,1851,"CBI",2009-05-14 14:59:38,FALSE,TRUE,"United Kingdom","en","40010267"
"105","TonyStacey",1314,190,1124,3169,770,2399,0.0345389647570453,0.759113840754551,0.0277735308311992,0.124601548801366,2.13434163701068,4.05263157894737,NA,NA,"PlaceShaper, CEO @Syorksha (Social Landlord of the Year at the Exel awards), and before that South London's Hexagon, runner, father, supporter of Crystal Palace",16454,4232,6332,2296,"TonyStacey",2008-12-31 11:08:21,FALSE,FALSE,"Sheffield","en","18504317"
"106","theCIOB",1310,573,737,6267,3996,2271,0.0352457345258297,0.667644108341693,0.0168917902002727,0.511571014817677,3.08141112618725,6.9738219895288,"Keep",NA,"The official twitter of The Chartered Institute of Building (CIOB)",8017,29835,738,1916,"CIOB",2009-08-17 13:06:45,FALSE,TRUE,"Global HQ: Bracknell, UK","en","66349240"
"107","ClassofYourOwn",1309,245,1064,3003,1398,1605,0.0709006285515477,0.813846298560813,0.00822227298566115,0.214628217740742,1.50845864661654,5.70612244897959,NA,NA,"COYO founder and CEO; creator of Design Engineer Construct! learning programme, enabling and securing incredible young talent for the Built Environment sector.",15817,4316,743,3186,"Alison Watson",2009-11-07 09:21:39,FALSE,FALSE,"UK ","en","88152466"
"108","jules_birch",1304,301,1003,2790,1207,1583,0.0718116668441569,0.777079216813365,0.054051438584445,0.194736246800424,1.57826520438684,4.00996677740864,NA,NA,"Freelance writer on housing & social policy. Blogger for @insidehousing. Editor of @WHQmag. DSocSci student. Tweets (mostly) related",23495,8455,1593,2187,"Jules Birch",2009-07-15 10:04:22,FALSE,FALSE,"","en","56978190"
"109","wwwfoecouk",1304,318,986,1874,676,1198,0.0927374475614038,0.748734368915235,0.00635066961363424,0.147684856934393,1.21501014198783,2.12578616352201,NA,NA,"We see the wellbeing of people and planet as one and the same. This inspires our campaigns on climate, energy, wildlife and living within the planet’s limits.",25345,170664,5924,9707,"Friends of the Earth",2009-02-07 20:03:28,FALSE,TRUE,"London, UK","en","20329672"
"110","HABHousing",1301,174,1127,1682,243,1439,0.0412984947796516,0.826755852842809,0.00477546390989154,0.0947706330022715,1.27684117125111,1.39655172413793,NA,NA,"Updates and news from HAB Housing",4563,4576,428,1514,"HAB Housing",2009-06-03 16:13:44,FALSE,FALSE,"UK","en","44390750"
"111","ThePhilpster",1299,183,1116,2522,335,2187,0.0537321122544245,0.816418966737438,0.00280330538496212,0.105256830003549,1.95967741935484,1.83060109289617,NA,NA,"Gazing into the future, changing the construction landscape, BIM philosopher and international rodeo star and now BIM Mayor of London",8074,11026,3181,11846,"David Philp",2011-06-24 18:54:26,FALSE,FALSE,"Scotland and LDN City Airport","en","323385929"
"112","carboncoach",1298,133,1165,2144,249,1895,0.041907675915321,0.810074434717476,0.00207987525146413,0.0942476083418122,1.62660944206009,1.87218045112782,NA,NA,"@edie Sustainability Leader 2014, the carbon coach, est. 2005, @TeamGB lwt oarsman 1982, @MarlowFM #wattnextshow host, MA Cantab CEng CEnv, Riverman<ed><U+00A0><U+00BD><ed><U+00BA><U+00A3><U+200D><U+2640><U+FE0F>",66543,6191,22362,5237,"Dave Hampton",2008-10-03 12:59:15,FALSE,FALSE,"Marlow, Bucks, UK","en","16577296"
